work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,exp_level,emp_type,salary_in_eur
2021,EN,FT,Data Analyst,90000,USD,90000,US,100,US,S,Entry-level,Full-time,87300
2021,MI,FT,Data Engineer,200000,USD,200000,US,100,US,L,Mid-level,Full-time,194000
2021,SE,FT,Principal Data Engineer,200000,USD,200000,US,100,US,M,Senior-level,Full-time,194000
2021,EN,FT,Data Analyst,50000,USD,50000,US,100,US,M,Entry-level,Full-time,48500
2021,MI,FT,Principal Data Scientist,151000,USD,151000,US,100,US,L,Mid-level,Full-time,146470
2021,SE,FT,Machine Learning Scientist,120000,USD,120000,US,50,US,S,Senior-level,Full-time,116400
2021,MI,FT,Applied Machine Learning Scientist,38400,USD,38400,VN,100,US,M,Mid-level,Full-time,37248
2021,EN,FT,Data Scientist,100000,USD,100000,US,0,US,S,Entry-level,Full-time,97000
2021,MI,FT,Data Analyst,90000,USD,90000,US,100,US,M,Mid-level,Full-time,87300
2021,SE,FT,Principal Data Scientist,220000,USD,220000,US,0,US,L,Senior-level,Full-time,213400
2021,EN,FT,Data Scientist,80000,USD,80000,US,100,US,M,Entry-level,Full-time,77600
2021,MI,FT,Data Analyst,135000,USD,135000,US,100,US,L,Mid-level,Full-time,130950
2021,SE,FT,Data Science Manager,240000,USD,240000,US,0,US,L,Senior-level,Full-time,232800
2021,SE,FT,Data Engineering Manager,150000,USD,150000,US,0,US,L,Senior-level,Full-time,145500
2021,MI,FT,Data Scientist,82500,USD,82500,US,100,US,S,Mid-level,Full-time,80025
2021,MI,FT,Data Engineer,100000,USD,100000,US,100,US,L,Mid-level,Full-time,97000
2021,MI,FT,Data Engineer,90000,USD,90000,US,100,US,L,Mid-level,Full-time,87300
2021,SE,FT,Data Engineering Manager,153000,USD,153000,US,100,US,L,Senior-level,Full-time,148410
2021,SE,FT,Cloud Data Engineer,160000,USD,160000,BR,100,US,S,Senior-level,Full-time,155200
2021,MI,FT,Data Scientist,150000,USD,150000,US,100,US,M,Mid-level,Full-time,145500
2021,SE,FT,Data Science Manager,144000,USD,144000,US,100,US,L,Senior-level,Full-time,139680
2021,MI,FT,Applied Machine Learning Scientist,423000,USD,423000,US,50,US,L,Mid-level,Full-time,410310
2021,SE,FT,Data Analytics Manager,120000,USD,120000,US,100,US,M,Senior-level,Full-time,116400
2021,EN,FT,Machine Learning Engineer,125000,USD,125000,US,100,US,S,Entry-level,Full-time,121250
2021,SE,FT,Data Specialist,165000,USD,165000,US,100,US,L,Senior-level,Full-time,160050
2021,EN,FT,Data Engineer,80000,USD,80000,US,100,US,L,Entry-level,Full-time,77600
2021,EX,FT,Director of Data Science,250000,USD,250000,US,0,US,L,Executive-level,Full-time,242500
2021,EN,FT,BI Data Analyst,55000,USD,55000,US,50,US,S,Entry-level,Full-time,53350
2021,MI,FT,Data Architect,150000,USD,150000,US,100,US,L,Mid-level,Full-time,145500
2021,MI,FT,Data Architect,170000,USD,170000,US,100,US,L,Mid-level,Full-time,164900
2021,EN,FT,Data Analyst,60000,USD,60000,US,100,US,S,Entry-level,Full-time,58200
2021,SE,FT,Principal Data Scientist,235000,USD,235000,US,100,US,L,Senior-level,Full-time,227950
2021,SE,FT,Data Engineering Manager,174000,USD,174000,US,100,US,L,Senior-level,Full-time,168780
2021,EN,FT,Machine Learning Engineer,81000,USD,81000,US,50,US,S,Entry-level,Full-time,78570
2021,MI,FT,Data Scientist,420000,INR,5679,IN,100,US,S,Mid-level,Full-time,5508
2021,MI,FT,Data Engineer,22000,EUR,26005,RO,0,US,L,Mid-level,Full-time,25224
2021,SE,FT,Data Science Manager,174000,USD,174000,US,100,US,L,Senior-level,Full-time,168780
2021,MI,FT,Data Scientist,147000,USD,147000,US,50,US,L,Mid-level,Full-time,142590
2021,SE,FT,Data Science Manager,4000000,INR,54094,IN,50,US,L,Senior-level,Full-time,52471
2021,EN,FT,Data Science Consultant,90000,USD,90000,US,100,US,S,Entry-level,Full-time,87300
2021,SE,FT,Machine Learning Infrastructure Engineer,195000,USD,195000,US,100,US,M,Senior-level,Full-time,189150
2021,SE,FT,Research Scientist,50000,USD,50000,FR,100,US,S,Senior-level,Full-time,48500
2021,MI,FT,Data Scientist,160000,USD,160000,US,100,US,L,Mid-level,Full-time,155200
2021,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,L,Senior-level,Full-time,194000
2021,SE,FT,Data Engineer,165000,USD,165000,US,0,US,M,Senior-level,Full-time,160050
2021,MI,FL,Data Engineer,20000,USD,20000,IT,0,US,L,Mid-level,Freelance,19400
2021,SE,FT,Data Analytics Manager,120000,USD,120000,US,0,US,L,Senior-level,Full-time,116400
2021,SE,FT,Principal Data Engineer,185000,USD,185000,US,100,US,L,Senior-level,Full-time,179450
2021,SE,FT,Data Analytics Manager,140000,USD,140000,US,100,US,L,Senior-level,Full-time,135800
2021,EX,CT,Principal Data Scientist,416000,USD,416000,US,100,US,S,Executive-level,Contract,403520
2021,SE,FT,Data Scientist,135000,USD,135000,US,0,US,L,Senior-level,Full-time,130950
2021,SE,FT,ML Engineer,256000,USD,256000,US,100,US,S,Senior-level,Full-time,248320
2021,SE,FT,Director of Data Engineering,200000,USD,200000,US,100,US,L,Senior-level,Full-time,194000
2021,SE,FT,Data Analyst,200000,USD,200000,US,100,US,L,Senior-level,Full-time,194000
2021,MI,FT,Data Architect,180000,USD,180000,US,100,US,L,Mid-level,Full-time,174600
2021,MI,FT,Head of Data Science,110000,USD,110000,US,0,US,S,Mid-level,Full-time,106700
2021,MI,FT,Data Analyst,80000,USD,80000,US,100,US,L,Mid-level,Full-time,77600
2021,MI,FT,Data Engineer,110000,USD,110000,US,100,US,L,Mid-level,Full-time,106700
2021,SE,FT,Data Scientist,165000,USD,165000,US,100,US,L,Senior-level,Full-time,160050
2021,SE,FT,Principal Data Analyst,170000,USD,170000,US,100,US,M,Senior-level,Full-time,164900
2021,MI,FT,Data Scientist,115000,USD,115000,US,50,US,L,Mid-level,Full-time,111550
2021,EN,FT,Data Scientist,90000,USD,90000,US,100,US,S,Entry-level,Full-time,87300
2021,EX,FT,Principal Data Engineer,600000,USD,600000,US,100,US,L,Executive-level,Full-time,582000
2021,MI,FT,Data Analyst,93000,USD,93000,US,100,US,L,Mid-level,Full-time,90210
2021,MI,FT,Data Engineer,200000,USD,200000,US,100,US,L,Mid-level,Full-time,194000
2021,SE,FT,Machine Learning Engineer,185000,USD,185000,US,50,US,L,Senior-level,Full-time,179450
2021,MI,FT,Data Scientist,130000,USD,130000,US,50,US,L,Mid-level,Full-time,126100
2021,SE,FT,Lead Data Engineer,160000,USD,160000,PR,50,US,S,Senior-level,Full-time,155200
2021,MI,FT,Data Engineer,93150,USD,93150,US,0,US,M,Mid-level,Full-time,90355
2021,MI,FT,Data Engineer,111775,USD,111775,US,0,US,M,Mid-level,Full-time,108421
2021,EN,FT,Data Engineer,72500,USD,72500,US,100,US,L,Entry-level,Full-time,70325
2021,EN,FT,Data Scientist,100000,USD,100000,US,100,US,M,Entry-level,Full-time,97000
2021,EN,FT,Data Scientist,58000,USD,58000,US,50,US,L,Entry-level,Full-time,56260
2021,MI,FT,Data Engineer,112000,USD,112000,US,100,US,L,Mid-level,Full-time,108640
2021,SE,CT,Staff Data Scientist,105000,USD,105000,US,100,US,M,Senior-level,Contract,101850
2021,MI,FT,Data Scientist,109000,USD,109000,US,50,US,L,Mid-level,Full-time,105730
2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,Senior-level,Full-time,130950
2022,SE,FT,Data Analyst,155000,USD,155000,US,100,US,M,Senior-level,Full-time,150350
2022,SE,FT,Data Analyst,120600,USD,120600,US,100,US,M,Senior-level,Full-time,116982
2022,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M,Mid-level,Full-time,126100
2022,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M,Mid-level,Full-time,87300
2022,MI,FT,Data Engineer,170000,USD,170000,US,100,US,M,Mid-level,Full-time,164900
2022,MI,FT,Data Engineer,150000,USD,150000,US,100,US,M,Mid-level,Full-time,145500
2022,SE,FT,Data Analyst,102100,USD,102100,US,100,US,M,Senior-level,Full-time,99037
2022,SE,FT,Data Analyst,84900,USD,84900,US,100,US,M,Senior-level,Full-time,82353
2022,SE,FT,Data Scientist,136620,USD,136620,US,100,US,M,Senior-level,Full-time,132521
2022,SE,FT,Data Scientist,99360,USD,99360,US,100,US,M,Senior-level,Full-time,96379
2022,SE,FT,Data Scientist,146000,USD,146000,US,100,US,M,Senior-level,Full-time,141620
2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M,Senior-level,Full-time,119310
2022,SE,FT,Data Analyst,99000,USD,99000,US,0,US,M,Senior-level,Full-time,96030
2022,SE,FT,Data Analyst,116000,USD,116000,US,0,US,M,Senior-level,Full-time,112520
2022,MI,FT,Data Analyst,106260,USD,106260,US,0,US,M,Mid-level,Full-time,103072
2022,MI,FT,Data Analyst,126500,USD,126500,US,0,US,M,Mid-level,Full-time,122705
2022,EX,FT,Data Engineer,242000,USD,242000,US,100,US,M,Executive-level,Full-time,234740
2022,EX,FT,Data Engineer,200000,USD,200000,US,100,US,M,Executive-level,Full-time,194000
2022,SE,FT,Data Scientist,165220,USD,165220,US,100,US,M,Senior-level,Full-time,160263
2022,SE,FT,Data Scientist,120160,USD,120160,US,100,US,M,Senior-level,Full-time,116555
2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M,Senior-level,Full-time,87610
2022,SE,FT,Data Engineer,181940,USD,181940,US,0,US,M,Senior-level,Full-time,176481
2022,SE,FT,Data Engineer,132320,USD,132320,US,0,US,M,Senior-level,Full-time,128350
2022,SE,FT,Data Engineer,220110,USD,220110,US,0,US,M,Senior-level,Full-time,213506
2022,SE,FT,Data Engineer,160080,USD,160080,US,0,US,M,Senior-level,Full-time,155277
2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,L,Senior-level,Full-time,174600
2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,L,Senior-level,Full-time,116400
2022,SE,FT,Data Analyst,124190,USD,124190,US,100,US,M,Senior-level,Full-time,120464
2022,EX,FT,Data Analyst,130000,USD,130000,US,100,US,M,Executive-level,Full-time,126100
2022,EX,FT,Data Analyst,110000,USD,110000,US,100,US,M,Executive-level,Full-time,106700
2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M,Senior-level,Full-time,164900
2022,MI,FT,Data Analyst,115500,USD,115500,US,100,US,M,Mid-level,Full-time,112035
2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M,Senior-level,Full-time,109513
2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M,Senior-level,Full-time,87610
2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M,Senior-level,Full-time,109513
2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M,Senior-level,Full-time,87610
2022,SE,FT,Data Engineer,165400,USD,165400,US,100,US,M,Senior-level,Full-time,160438
2022,SE,FT,Data Engineer,132320,USD,132320,US,100,US,M,Senior-level,Full-time,128350
2022,MI,FT,Data Analyst,167000,USD,167000,US,100,US,M,Mid-level,Full-time,161990
2022,SE,FT,Data Engineer,243900,USD,243900,US,100,US,M,Senior-level,Full-time,236583
2022,SE,FT,Data Analyst,136600,USD,136600,US,100,US,M,Senior-level,Full-time,132502
2022,SE,FT,Data Analyst,109280,USD,109280,US,100,US,M,Senior-level,Full-time,106001
2022,SE,FT,Data Engineer,128875,USD,128875,US,100,US,M,Senior-level,Full-time,125008
2022,SE,FT,Data Engineer,93700,USD,93700,US,100,US,M,Senior-level,Full-time,90889
2022,EX,FT,Head of Data Science,224000,USD,224000,US,100,US,M,Executive-level,Full-time,217280
2022,EX,FT,Head of Data Science,167875,USD,167875,US,100,US,M,Executive-level,Full-time,162838
2022,EX,FT,Analytics Engineer,175000,USD,175000,US,100,US,M,Executive-level,Full-time,169750
2022,SE,FT,Data Engineer,156600,USD,156600,US,100,US,M,Senior-level,Full-time,151902
2022,SE,FT,Data Engineer,108800,USD,108800,US,0,US,M,Senior-level,Full-time,105536
2022,SE,FT,Data Scientist,95550,USD,95550,US,0,US,M,Senior-level,Full-time,92683
2022,SE,FT,Data Engineer,113000,USD,113000,US,0,US,L,Senior-level,Full-time,109610
2022,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M,Senior-level,Full-time,130950
2022,SE,FT,Data Science Manager,161342,USD,161342,US,100,US,M,Senior-level,Full-time,156501
2022,SE,FT,Data Science Manager,137141,USD,137141,US,100,US,M,Senior-level,Full-time,133026
2022,SE,FT,Data Scientist,167000,USD,167000,US,100,US,M,Senior-level,Full-time,161990
2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M,Senior-level,Full-time,119310
2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M,Senior-level,Full-time,145500
2022,SE,FT,Data Scientist,211500,USD,211500,US,100,US,M,Senior-level,Full-time,205155
2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,L,Senior-level,Full-time,155200
2022,SE,FT,Data Scientist,138600,USD,138600,US,100,US,M,Senior-level,Full-time,134442
2022,SE,FT,Data Engineer,136000,USD,136000,US,0,US,M,Senior-level,Full-time,131920
2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,S,Mid-level,Full-time,56260
2022,EX,FT,Analytics Engineer,135000,USD,135000,US,100,US,M,Executive-level,Full-time,130950
2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M,Senior-level,Full-time,164900
2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M,Senior-level,Full-time,119310
2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,M,Senior-level,Full-time,183960
2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,M,Senior-level,Full-time,160046
2022,SE,FT,Data Analyst,132000,USD,132000,US,0,US,M,Senior-level,Full-time,128040
2022,SE,FT,Data Engineer,165400,USD,165400,US,100,US,M,Senior-level,Full-time,160438
2022,SE,FT,Data Architect,208775,USD,208775,US,100,US,M,Senior-level,Full-time,202511
2022,SE,FT,Data Architect,147800,USD,147800,US,100,US,M,Senior-level,Full-time,143366
2022,SE,FT,Data Engineer,136994,USD,136994,US,100,US,M,Senior-level,Full-time,132884
2022,SE,FT,Data Engineer,101570,USD,101570,US,100,US,M,Senior-level,Full-time,98522
2022,SE,FT,Data Analyst,128875,USD,128875,US,100,US,M,Senior-level,Full-time,125008
2022,SE,FT,Data Analyst,93700,USD,93700,US,100,US,M,Senior-level,Full-time,90889
2022,SE,FT,Data Engineer,132320,USD,132320,US,100,US,M,Senior-level,Full-time,128350
2022,SE,FT,Data Analyst,164000,USD,164000,US,0,US,M,Senior-level,Full-time,159080
2022,SE,FT,Data Engineer,155000,USD,155000,US,100,US,M,Senior-level,Full-time,150350
2022,MI,FT,AI Scientist,120000,USD,120000,US,0,US,M,Mid-level,Full-time,116400
2022,SE,FT,Data Analyst,112900,USD,112900,US,100,US,M,Senior-level,Full-time,109513
2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M,Senior-level,Full-time,87610
2022,SE,FT,Data Analytics Manager,145000,USD,145000,US,100,US,M,Senior-level,Full-time,140650
2022,SE,FT,Data Analytics Manager,105400,USD,105400,US,100,US,M,Senior-level,Full-time,102238
2022,SE,FT,Data Scientist,215300,USD,215300,US,100,US,L,Senior-level,Full-time,208841
2022,SE,FT,Data Scientist,158200,USD,158200,US,100,US,L,Senior-level,Full-time,153454
2022,SE,FT,Data Engineer,209100,USD,209100,US,100,US,L,Senior-level,Full-time,202827
2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,L,Senior-level,Full-time,149962
2022,SE,FT,Data Analyst,115934,USD,115934,US,0,US,M,Senior-level,Full-time,112455
2022,SE,FT,Data Analyst,81666,USD,81666,US,0,US,M,Senior-level,Full-time,79216
2022,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M,Senior-level,Full-time,169750
2022,MI,FT,Data Analyst,58000,USD,58000,US,0,US,S,Mid-level,Full-time,56260
2022,SE,FT,Data Engineer,183600,USD,183600,US,100,US,L,Senior-level,Full-time,178092
2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M,Senior-level,Full-time,174600
2022,SE,FT,Data Scientist,260000,USD,260000,US,100,US,M,Senior-level,Full-time,252200
2022,MI,FT,Data Engineer,63900,USD,63900,US,0,US,M,Mid-level,Full-time,61983
2022,MI,FT,Machine Learning Scientist,160000,USD,160000,US,100,US,L,Mid-level,Full-time,155200
2022,MI,FT,Machine Learning Scientist,112300,USD,112300,US,100,US,L,Mid-level,Full-time,108931
2022,MI,FT,Data Science Manager,241000,USD,241000,US,100,US,M,Mid-level,Full-time,233770
2022,MI,FT,Data Science Manager,159000,USD,159000,US,100,US,M,Mid-level,Full-time,154230
2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M,Senior-level,Full-time,174600
2022,SE,FT,Data Scientist,80000,USD,80000,US,0,US,M,Senior-level,Full-time,77600
2022,MI,FT,Data Engineer,82900,USD,82900,US,0,US,M,Mid-level,Full-time,80413
2022,SE,FT,Data Engineer,100800,USD,100800,US,100,US,L,Senior-level,Full-time,97776
2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,L,Senior-level,Full-time,136188
2022,SE,FT,Machine Learning Engineer,189650,USD,189650,US,0,US,M,Senior-level,Full-time,183960
2022,SE,FT,Machine Learning Engineer,164996,USD,164996,US,0,US,M,Senior-level,Full-time,160046
2022,SE,FT,Data Scientist,215300,USD,215300,US,0,US,L,Senior-level,Full-time,208841
2022,SE,FT,Data Engineer,209100,USD,209100,US,100,US,L,Senior-level,Full-time,202827
2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,L,Senior-level,Full-time,149962
2022,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M,Senior-level,Full-time,174600
2022,SE,FT,Data Engineer,80000,USD,80000,US,100,US,M,Senior-level,Full-time,77600
2022,MI,FT,Machine Learning Engineer,120000,USD,120000,US,100,US,S,Mid-level,Full-time,116400
2022,EN,FT,Computer Vision Engineer,125000,USD,125000,US,0,US,M,Entry-level,Full-time,121250
2022,MI,FT,NLP Engineer,240000,CNY,37236,US,50,US,L,Mid-level,Full-time,36118
2022,SE,FT,Data Engineer,105000,USD,105000,US,100,US,M,Senior-level,Full-time,101850
2022,EN,FT,Financial Data Analyst,100000,USD,100000,US,50,US,L,Entry-level,Full-time,97000
2022,EN,FT,Data Engineer,120000,USD,120000,US,100,US,M,Entry-level,Full-time,116400
2022,SE,FT,Research Scientist,144000,USD,144000,US,50,US,L,Senior-level,Full-time,139680
2022,SE,FT,Data Scientist,104890,USD,104890,US,100,US,M,Senior-level,Full-time,101743
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M,Senior-level,Full-time,97000
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Senior-level,Full-time,135800
2022,MI,FT,Data Analyst,135000,USD,135000,US,100,US,M,Mid-level,Full-time,130950
2022,MI,FT,Data Analyst,50000,USD,50000,US,100,US,M,Mid-level,Full-time,48500
2022,SE,FT,Data Scientist,220000,USD,220000,US,100,US,M,Senior-level,Full-time,213400
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Senior-level,Full-time,135800
2022,SE,FT,Data Scientist,185100,USD,185100,US,100,US,M,Senior-level,Full-time,179547
2022,SE,FT,Machine Learning Engineer,220000,USD,220000,US,100,US,M,Senior-level,Full-time,213400
2022,MI,FT,Data Scientist,200000,USD,200000,US,100,US,M,Mid-level,Full-time,194000
2022,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M,Mid-level,Full-time,116400
2022,EX,FT,Data Engineer,324000,USD,324000,US,100,US,M,Executive-level,Full-time,314280
2022,EX,FT,Data Engineer,216000,USD,216000,US,100,US,M,Executive-level,Full-time,209520
2022,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M,Senior-level,Full-time,203700
2022,SE,FT,Machine Learning Engineer,120000,USD,120000,US,100,US,M,Senior-level,Full-time,116400
2022,SE,FT,Data Scientist,230000,USD,230000,US,100,US,M,Senior-level,Full-time,223100
2022,MI,FL,Data Scientist,100000,USD,100000,CA,100,US,M,Mid-level,Freelance,97000
2022,SE,FT,Head of Data,200000,USD,200000,MY,100,US,M,Senior-level,Full-time,194000
2022,SE,FT,Data Scientist,100000,USD,100000,BR,100,US,M,Senior-level,Full-time,97000
2022,MI,FT,Machine Learning Scientist,153000,USD,153000,US,50,US,M,Mid-level,Full-time,148410
2022,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M,Senior-level,Full-time,160050
2022,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M,Senior-level,Full-time,111550
2022,MI,FT,Applied Machine Learning Scientist,75000,USD,75000,BO,100,US,L,Mid-level,Full-time,72750
2022,EN,FT,Research Scientist,120000,USD,120000,US,100,US,L,Entry-level,Full-time,116400
2022,MI,FT,Applied Data Scientist,157000,USD,157000,US,100,US,L,Mid-level,Full-time,152290
2022,EN,FT,Data Engineer,65000,USD,65000,US,100,US,S,Entry-level,Full-time,63050
2022,MI,FT,Data Scientist,48000,USD,48000,RU,100,US,S,Mid-level,Full-time,46560
2022,SE,FT,Data Science Manager,152500,USD,152500,US,100,US,M,Senior-level,Full-time,147925
2022,SE,FT,Applied Data Scientist,380000,USD,380000,US,100,US,L,Senior-level,Full-time,368600
2022,SE,FT,Data Analytics Lead,405000,USD,405000,US,100,US,L,Senior-level,Full-time,392850
2022,MI,FT,Data Scientist,135000,USD,135000,US,100,US,L,Mid-level,Full-time,130950
2022,SE,FT,Applied Data Scientist,177000,USD,177000,US,100,US,L,Senior-level,Full-time,171690
2022,MI,FT,Data Scientist,78000,USD,78000,US,100,US,M,Mid-level,Full-time,75660
2022,SE,FT,Data Analyst,135000,USD,135000,US,100,US,M,Senior-level,Full-time,130950
2022,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M,Senior-level,Full-time,97000
2022,SE,FT,Data Analyst,90320,USD,90320,US,100,US,M,Senior-level,Full-time,87610
2022,SE,FT,Machine Learning Engineer,214000,USD,214000,US,100,US,M,Senior-level,Full-time,207580
2022,SE,FT,Machine Learning Engineer,192600,USD,192600,US,100,US,M,Senior-level,Full-time,186822
2022,SE,FT,Data Architect,266400,USD,266400,US,100,US,M,Senior-level,Full-time,258408
2022,SE,FT,Data Architect,213120,USD,213120,US,100,US,M,Senior-level,Full-time,206726
