work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,exp_level,emp_type,salary_in_eur
2021,MI,FT,Data Engineer,200000,USD,200000,US,100,US,L,Mid-level,Full-time,194000
2021,MI,FT,Data Engineer,93150,USD,93150,US,0,US,M,Mid-level,Full-time,90355
2021,MI,FT,Data Engineer,111775,USD,111775,US,0,US,M,Mid-level,Full-time,108421
2021,MI,FT,Data Engineer,250000,TRY,28016,TR,100,TR,M,Mid-level,Full-time,27175
2021,EN,FT,Data Engineer,55000,EUR,65013,DE,50,DE,M,Entry-level,Full-time,63062
2021,EN,FT,Data Engineer,72500,USD,72500,US,100,US,L,Entry-level,Full-time,70325
2021,MI,FT,Data Engineer,112000,USD,112000,US,100,US,L,Mid-level,Full-time,108640
2021,MI,PT,Data Engineer,59000,EUR,69741,NL,100,NL,L,Mid-level,Part-time,67648
2022,SE,FT,Data Engineer,135000,USD,135000,US,100,US,M,Senior-level,Full-time,130950
2022,MI,FT,Data Engineer,170000,USD,170000,US,100,US,M,Mid-level,Full-time,164900
2022,MI,FT,Data Engineer,150000,USD,150000,US,100,US,M,Mid-level,Full-time,145500
2022,EN,FT,Data Engineer,40000,GBP,52351,GB,100,GB,M,Entry-level,Full-time,50780
2022,EX,FT,Data Engineer,242000,USD,242000,US,100,US,M,Executive-level,Full-time,234740
2022,EX,FT,Data Engineer,200000,USD,200000,US,100,US,M,Executive-level,Full-time,194000
2022,MI,FT,Data Engineer,60000,GBP,78526,GB,0,GB,M,Mid-level,Full-time,76170
2022,MI,FT,Data Engineer,40000,GBP,52351,GB,0,GB,M,Mid-level,Full-time,50780
2022,EN,FT,Data Engineer,35000,GBP,45807,GB,100,GB,M,Entry-level,Full-time,44432
2022,SE,FT,Data Engineer,181940,USD,181940,US,0,US,M,Senior-level,Full-time,176481
2022,SE,FT,Data Engineer,132320,USD,132320,US,0,US,M,Senior-level,Full-time,128350
2022,SE,FT,Data Engineer,220110,USD,220110,US,0,US,M,Senior-level,Full-time,213506
2022,SE,FT,Data Engineer,160080,USD,160080,US,0,US,M,Senior-level,Full-time,155277
2022,SE,FT,Data Engineer,165400,USD,165400,US,100,US,M,Senior-level,Full-time,160438
2022,SE,FT,Data Engineer,132320,USD,132320,US,100,US,M,Senior-level,Full-time,128350
2022,SE,FT,Data Engineer,243900,USD,243900,US,100,US,M,Senior-level,Full-time,236583
2022,SE,FT,Data Engineer,128875,USD,128875,US,100,US,M,Senior-level,Full-time,125008
2022,SE,FT,Data Engineer,93700,USD,93700,US,100,US,M,Senior-level,Full-time,90889
2022,SE,FT,Data Engineer,156600,USD,156600,US,100,US,M,Senior-level,Full-time,151902
2022,SE,FT,Data Engineer,108800,USD,108800,US,0,US,M,Senior-level,Full-time,105536
2022,SE,FT,Data Engineer,113000,USD,113000,US,0,US,L,Senior-level,Full-time,109610
2022,SE,FT,Data Engineer,60000,GBP,78526,GB,0,GB,M,Senior-level,Full-time,76170
2022,SE,FT,Data Engineer,50000,GBP,65438,GB,0,GB,M,Senior-level,Full-time,63474
2022,SE,FT,Data Engineer,160000,USD,160000,US,0,US,L,Senior-level,Full-time,155200
2022,SE,FT,Data Engineer,136000,USD,136000,US,0,US,M,Senior-level,Full-time,131920
2022,SE,FT,Data Engineer,165400,USD,165400,US,100,US,M,Senior-level,Full-time,160438
2022,SE,FT,Data Engineer,136994,USD,136994,US,100,US,M,Senior-level,Full-time,132884
2022,SE,FT,Data Engineer,101570,USD,101570,US,100,US,M,Senior-level,Full-time,98522
2022,SE,FT,Data Engineer,132320,USD,132320,US,100,US,M,Senior-level,Full-time,128350
2022,SE,FT,Data Engineer,155000,USD,155000,US,100,US,M,Senior-level,Full-time,150350
2022,MI,FT,Data Engineer,90000,GBP,117789,GB,0,GB,M,Mid-level,Full-time,114255
2022,SE,FT,Data Engineer,209100,USD,209100,US,100,US,L,Senior-level,Full-time,202827
2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,L,Senior-level,Full-time,149962
2022,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M,Senior-level,Full-time,169750
2022,MI,FT,Data Engineer,75000,GBP,98158,GB,0,GB,M,Mid-level,Full-time,95213
2022,SE,FT,Data Engineer,183600,USD,183600,US,100,US,L,Senior-level,Full-time,178092
2022,MI,FT,Data Engineer,60000,EUR,65949,GR,100,GR,M,Mid-level,Full-time,63970
2022,MI,FT,Data Engineer,45000,EUR,49461,GR,100,GR,M,Mid-level,Full-time,47977
2022,MI,FT,Data Engineer,60000,GBP,78526,GB,100,GB,M,Mid-level,Full-time,76170
2022,MI,FT,Data Engineer,45000,GBP,58894,GB,100,GB,M,Mid-level,Full-time,57127
2022,MI,FT,Data Engineer,63900,USD,63900,US,0,US,M,Mid-level,Full-time,61983
2022,MI,FT,Data Engineer,82900,USD,82900,US,0,US,M,Mid-level,Full-time,80413
2022,SE,FT,Data Engineer,100800,USD,100800,US,100,US,L,Senior-level,Full-time,97776
2022,MI,FT,Data Engineer,45000,EUR,49461,ES,100,ES,M,Mid-level,Full-time,47977
2022,MI,FT,Data Engineer,80000,EUR,87932,ES,100,ES,M,Mid-level,Full-time,85294
2022,MI,FT,Data Engineer,70000,EUR,76940,ES,100,ES,M,Mid-level,Full-time,74631
2022,MI,FT,Data Engineer,80000,GBP,104702,GB,100,GB,M,Mid-level,Full-time,101560
2022,MI,FT,Data Engineer,70000,GBP,91614,GB,100,GB,M,Mid-level,Full-time,88865
2022,MI,FT,Data Engineer,60000,EUR,65949,ES,100,ES,M,Mid-level,Full-time,63970
2022,MI,FT,Data Engineer,80000,EUR,87932,GR,100,GR,M,Mid-level,Full-time,85294
2022,MI,FT,Data Engineer,75000,GBP,98158,GB,100,GB,M,Mid-level,Full-time,95213
2022,MI,FT,Data Engineer,60000,GBP,78526,GB,100,GB,M,Mid-level,Full-time,76170
2022,MI,FT,Data Engineer,70000,EUR,76940,GR,100,GR,M,Mid-level,Full-time,74631
2022,SE,FT,Data Engineer,209100,USD,209100,US,100,US,L,Senior-level,Full-time,202827
2022,SE,FT,Data Engineer,154600,USD,154600,US,100,US,L,Senior-level,Full-time,149962
2022,SE,FT,Data Engineer,180000,USD,180000,US,100,US,M,Senior-level,Full-time,174600
2022,SE,FT,Data Engineer,80000,USD,80000,US,100,US,M,Senior-level,Full-time,77600
2022,SE,FT,Data Engineer,105000,USD,105000,US,100,US,M,Senior-level,Full-time,101850
2022,MI,PT,Data Engineer,50000,EUR,54957,DE,50,DE,L,Mid-level,Part-time,53308
2022,EN,FT,Data Engineer,120000,USD,120000,US,100,US,M,Entry-level,Full-time,116400
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M,Senior-level,Full-time,97000
2022,EX,FT,Data Engineer,324000,USD,324000,US,100,US,M,Executive-level,Full-time,314280
2022,EX,FT,Data Engineer,216000,USD,216000,US,100,US,M,Executive-level,Full-time,209520
2022,SE,FT,Data Engineer,210000,USD,210000,US,100,US,M,Senior-level,Full-time,203700
2022,EN,FT,Data Engineer,52800,EUR,58035,PK,100,DE,M,Entry-level,Full-time,56293
2022,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M,Senior-level,Full-time,111550
2022,EN,FT,Data Engineer,65000,USD,65000,US,100,US,S,Entry-level,Full-time,63050
2022,MI,FT,Data Engineer,62000,EUR,68147,FR,100,FR,M,Mid-level,Full-time,66102
2022,SE,FT,Data Engineer,155000,USD,155000,US,100,US,M,Senior-level,Full-time,150350
2022,MI,FT,Data Engineer,206699,USD,206699,US,0,US,M,Mid-level,Full-time,200498
2022,MI,FT,Data Engineer,99100,USD,99100,US,0,US,M,Mid-level,Full-time,96127
2022,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,Senior-level,Full-time,126100
2022,SE,FT,Data Engineer,115000,USD,115000,US,100,US,M,Senior-level,Full-time,111550
2022,SE,FT,Data Engineer,110500,USD,110500,US,100,US,M,Senior-level,Full-time,107185
2022,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M,Senior-level,Full-time,126100
2022,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,Senior-level,Full-time,155200
2022,SE,FT,Data Engineer,200100,USD,200100,US,100,US,M,Senior-level,Full-time,194097
2022,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,Senior-level,Full-time,155200
2022,SE,FT,Data Engineer,145000,USD,145000,US,100,US,M,Senior-level,Full-time,140650
2022,SE,FT,Data Engineer,70500,USD,70500,US,0,US,M,Senior-level,Full-time,68385
2022,SE,FT,Data Engineer,175100,USD,175100,US,100,US,M,Senior-level,Full-time,169847
2022,SE,FT,Data Engineer,140250,USD,140250,US,100,US,M,Senior-level,Full-time,136042
2022,SE,FT,Data Engineer,54000,USD,54000,US,0,US,M,Senior-level,Full-time,52380
2022,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M,Senior-level,Full-time,97000
2022,SE,FT,Data Engineer,25000,USD,25000,US,100,US,M,Senior-level,Full-time,24250
2022,SE,FT,Data Engineer,220110,USD,220110,US,100,US,M,Senior-level,Full-time,213506
2022,SE,FT,Data Engineer,160080,USD,160080,US,100,US,M,Senior-level,Full-time,155277
2022,SE,FT,Data Engineer,154000,USD,154000,US,100,US,M,Senior-level,Full-time,149380
2022,SE,FT,Data Engineer,126000,USD,126000,US,100,US,M,Senior-level,Full-time,122220
