work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,exp_level,emp_type,salary_in_eur
2021,EN,FT,Data Scientist,2100000,INR,28399,IN,100,IN,M,Entry-level,Full-time,27547
2021,MI,FT,Data Scientist,130000,USD,130000,US,50,US,L,Mid-level,Full-time,126100
2021,MI,FT,Data Scientist,1250000,INR,16904,IN,100,IN,S,Mid-level,Full-time,16396
2021,MI,FT,Data Scientist,21600,EUR,25532,RS,100,DE,S,Mid-level,Full-time,24766
2021,SE,FT,Data Scientist,65720,EUR,77684,FR,50,FR,M,Senior-level,Full-time,75353
2021,EN,FT,Data Scientist,100000,USD,100000,US,100,US,M,Entry-level,Full-time,97000
2021,EN,FT,Data Scientist,58000,USD,58000,US,50,US,L,Entry-level,Full-time,56260
2021,SE,FT,Data Scientist,180000,TRY,20171,TR,50,TR,L,Senior-level,Full-time,19565
2021,MI,FT,Data Scientist,109000,USD,109000,US,50,US,L,Mid-level,Full-time,105730
2022,MI,FT,Data Scientist,130000,USD,130000,US,0,US,M,Mid-level,Full-time,126100
2022,MI,FT,Data Scientist,90000,USD,90000,US,0,US,M,Mid-level,Full-time,87300
2022,SE,FT,Data Scientist,136620,USD,136620,US,100,US,M,Senior-level,Full-time,132521
2022,SE,FT,Data Scientist,99360,USD,99360,US,100,US,M,Senior-level,Full-time,96379
2022,SE,FT,Data Scientist,90000,GBP,117789,GB,0,GB,M,Senior-level,Full-time,114255
2022,SE,FT,Data Scientist,80000,GBP,104702,GB,0,GB,M,Senior-level,Full-time,101560
2022,SE,FT,Data Scientist,146000,USD,146000,US,100,US,M,Senior-level,Full-time,141620
2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M,Senior-level,Full-time,119310
2022,MI,FT,Data Scientist,50000,GBP,65438,GB,0,GB,M,Mid-level,Full-time,63474
2022,MI,FT,Data Scientist,30000,GBP,39263,GB,0,GB,M,Mid-level,Full-time,38085
2022,SE,FT,Data Scientist,165220,USD,165220,US,100,US,M,Senior-level,Full-time,160263
2022,SE,FT,Data Scientist,120160,USD,120160,US,100,US,M,Senior-level,Full-time,116555
2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,L,Senior-level,Full-time,174600
2022,SE,FT,Data Scientist,120000,USD,120000,US,0,US,L,Senior-level,Full-time,116400
2022,SE,FT,Data Scientist,95550,USD,95550,US,0,US,M,Senior-level,Full-time,92683
2022,SE,FT,Data Scientist,167000,USD,167000,US,100,US,M,Senior-level,Full-time,161990
2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M,Senior-level,Full-time,119310
2022,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M,Senior-level,Full-time,145500
2022,SE,FT,Data Scientist,211500,USD,211500,US,100,US,M,Senior-level,Full-time,205155
2022,SE,FT,Data Scientist,138600,USD,138600,US,100,US,M,Senior-level,Full-time,134442
2022,SE,FT,Data Scientist,170000,USD,170000,US,100,US,M,Senior-level,Full-time,164900
2022,SE,FT,Data Scientist,123000,USD,123000,US,100,US,M,Senior-level,Full-time,119310
2022,SE,FT,Data Scientist,215300,USD,215300,US,100,US,L,Senior-level,Full-time,208841
2022,SE,FT,Data Scientist,158200,USD,158200,US,100,US,L,Senior-level,Full-time,153454
2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,M,Senior-level,Full-time,174600
2022,MI,FT,Data Scientist,55000,GBP,71982,GB,0,GB,M,Mid-level,Full-time,69822
2022,MI,FT,Data Scientist,35000,GBP,45807,GB,0,GB,M,Mid-level,Full-time,44432
2022,SE,FT,Data Scientist,260000,USD,260000,US,100,US,M,Senior-level,Full-time,252200
2022,SE,FT,Data Scientist,180000,USD,180000,US,0,US,M,Senior-level,Full-time,174600
2022,SE,FT,Data Scientist,80000,USD,80000,US,0,US,M,Senior-level,Full-time,77600
2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,L,Senior-level,Full-time,136188
2022,SE,FT,Data Scientist,215300,USD,215300,US,0,US,L,Senior-level,Full-time,208841
2022,MI,FT,Data Scientist,2400000,INR,31615,IN,100,IN,L,Mid-level,Full-time,30666
2022,EN,FT,Data Scientist,1400000,INR,18442,IN,100,IN,M,Entry-level,Full-time,17888
2022,SE,FT,Data Scientist,104890,USD,104890,US,100,US,M,Senior-level,Full-time,101743
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Senior-level,Full-time,135800
2022,SE,FT,Data Scientist,220000,USD,220000,US,100,US,M,Senior-level,Full-time,213400
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Senior-level,Full-time,135800
2022,MI,FT,Data Scientist,140000,GBP,183228,GB,0,GB,M,Mid-level,Full-time,177731
2022,MI,FT,Data Scientist,70000,GBP,91614,GB,0,GB,M,Mid-level,Full-time,88865
2022,SE,FT,Data Scientist,185100,USD,185100,US,100,US,M,Senior-level,Full-time,179547
2022,MI,FT,Data Scientist,200000,USD,200000,US,100,US,M,Mid-level,Full-time,194000
2022,MI,FT,Data Scientist,120000,USD,120000,US,100,US,M,Mid-level,Full-time,116400
2022,SE,FT,Data Scientist,230000,USD,230000,US,100,US,M,Senior-level,Full-time,223100
2022,EN,PT,Data Scientist,100000,USD,100000,DZ,50,DZ,M,Entry-level,Part-time,97000
2022,MI,FL,Data Scientist,100000,USD,100000,CA,100,US,M,Mid-level,Freelance,97000
2022,MI,FT,Data Scientist,150000,PLN,35590,PL,100,PL,L,Mid-level,Full-time,34522
2022,SE,FT,Data Scientist,100000,USD,100000,BR,100,US,M,Senior-level,Full-time,97000
2022,SE,FT,Data Scientist,165000,USD,165000,US,100,US,M,Senior-level,Full-time,160050
2022,EN,FT,Data Scientist,66500,CAD,52396,CA,100,CA,L,Entry-level,Full-time,50824
2022,EN,FT,Data Scientist,40000,USD,40000,JP,100,MY,L,Entry-level,Full-time,38800
2022,EN,FT,Data Scientist,120000,AUD,86703,AU,50,AU,M,Entry-level,Full-time,84101
2022,MI,FT,Data Scientist,48000,USD,48000,RU,100,US,S,Mid-level,Full-time,46560
2022,MI,FT,Data Scientist,115000,CHF,122346,CH,0,CH,L,Mid-level,Full-time,118675
2022,MI,FT,Data Scientist,88000,CAD,69336,CA,100,CA,M,Mid-level,Full-time,67255
2022,MI,FT,Data Scientist,135000,USD,135000,US,100,US,L,Mid-level,Full-time,130950
2022,MI,FT,Data Scientist,78000,USD,78000,US,100,US,M,Mid-level,Full-time,75660
2022,MI,FT,Data Scientist,141300,USD,141300,US,0,US,M,Mid-level,Full-time,137061
2022,MI,FT,Data Scientist,102100,USD,102100,US,0,US,M,Mid-level,Full-time,99037
2022,SE,FT,Data Scientist,205300,USD,205300,US,0,US,L,Senior-level,Full-time,199141
2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,L,Senior-level,Full-time,136188
2022,SE,FT,Data Scientist,176000,USD,176000,US,100,US,M,Senior-level,Full-time,170720
2022,SE,FT,Data Scientist,144000,USD,144000,US,100,US,M,Senior-level,Full-time,139680
2022,SE,FT,Data Scientist,205300,USD,205300,US,0,US,M,Senior-level,Full-time,199141
2022,SE,FT,Data Scientist,140400,USD,140400,US,0,US,M,Senior-level,Full-time,136188
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Senior-level,Full-time,135800
2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M,Senior-level,Full-time,203700
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Senior-level,Full-time,135800
2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M,Senior-level,Full-time,203700
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Senior-level,Full-time,135800
2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M,Senior-level,Full-time,203700
2022,SE,FT,Data Scientist,140000,USD,140000,US,100,US,M,Senior-level,Full-time,135800
2022,SE,FT,Data Scientist,230000,USD,230000,US,100,US,M,Senior-level,Full-time,223100
2022,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M,Senior-level,Full-time,145500
2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M,Senior-level,Full-time,203700
2022,MI,FT,Data Scientist,160000,USD,160000,US,100,US,M,Mid-level,Full-time,155200
2022,MI,FT,Data Scientist,130000,USD,130000,US,100,US,M,Mid-level,Full-time,126100
